id,fav,house_flag,auto,book,blood,roots,name,arts_type,maxLv,timing,judge,target,arts_range,cost,description
756,0,0,0,GF224,デーモン,地獄の道化師,不愉快なマスコット,なし,1,判定直後,自動成功,単体,シーン,3,対象が行なった判定の達成値を-1D6する。ただしこの出目が6の場合、本来の効果の代わりにあなたは4D6点の【FP】を失う。1シーン1回。
757,0,0,0,GF224,デーモン,地獄の道化師,ハイちょっと注目！,40,1,イニシアチブ,行動,単体,シーン,5,未行動でのみ使用できる。対象との【行動値】同士の対決に勝利した場合、対象とあなたは待機を宣言した状態になる。1シーン1回。このアーツの対象は単体から変更できない。
758,0,0,0,GF224,デーモン,地獄の道化師,劇的大失敗,20,1,効果参照,自動成功,自身,なし,5,あなたがファンブルを発生させた直後に使用する。あなたは【FP】を10点失い。そのファンブルをクリティカルに変更する。1シーン1回。
759,0,0,0,GF224,デーモン,地獄の道化師,お好きな過去をトッピング,純血,1,常時,自動成功,自身,なし,3,シナリオ開始時に、あなたの任意の【基本能力値】ふたつを選択せよ。シナリオ中、それらの値を入れ替える。また、自身の持つ種別一つを失い、任意に選んだ別の種別をシナリオ中得てもよい。
760,0,0,0,GF224,デーモン,地獄の道化師,デスギミックピタゴラス,純血,1,メジャー,社会,単体,シーン,罪,対象と【社会】同士で対決を行なう。この判定はクリティカルで勝利しない限りあなたは敗北とみなす。敗北した側は【FP】を[40-あなたの人間性](最大80)点失う。1シナリオ1回。待機したラウンド中のみ使用可能。
761,0,0,1,基本,デーモン,魔王の後継者,ロイヤルブラッド,自動/支援,1,DR直前,自動成功,単体,シーン,3,対象のDRに+[【社会】+1D6]する。1ラウンドに１回まで使用できる。
762,0,0,0,基本,デーモン,魔王の後継者,後継者のワガママ,なし,1,判定直前,自動成功,単体,シーン,2,対象が行なう命中判定の達成値に+【感情B】する。1シーンに1回まで使用できる。
763,0,0,0,基本,デーモン,魔王の後継者,パーフェクトサーバント,防御,3,DR直後,自動成功,単体,シーン,2,このアーツは《魔界の目付役》を装備中にのみ使用できる。対象が受けるダメージを-[【社会B】+(Lv)D6]する。1ラウンドに1回まで使用できる。
764,0,0,0,基本,デーモン,魔王の後継者,魔界の目付役,ア,1,セットアップ,自動成功,自身,なし,2,そのシーン中、あなたは以下の射撃武器を装備する。装備中、【社会】による判定の達成値に+2する。　種別：武器(射撃)　命中：+0　G値：+6　攻撃力：【社会】+3+1D6　行動値：+0　射程：シーン
765,0,0,0,基本,デーモン,魔王の後継者,帝王の言葉,純血/支援,3,メジャー,自動成功,単体,シーン,4,あなた以外の対象を未行動にし、対象が次に行なう攻撃ダメージに+【社会】する。このアーツはいかなる効果でも対象を単体から変更できない。1シナリオLv回まで使用できる。
766,0,0,0,DE,デーモン,魔王の後継者,独断任命,なし,1,メジャー,自動成功,単体,至近,5,あなた以外の同意した対象にのみ使用できる。そのシナリオの間、あなたが登場しているシーンで対象が行なう判定の達成値を+1、DRに+[あなたの【社会Ｂ】]する。1シナリオに1回まで使用できる。
767,0,0,0,DE,デーモン,魔王の後継者,魔界の七光り,なし,3,判定直前,自動成功,自身,なし,4,あなたが何らかの判定を行なう直前に使用する。その判定を[【社会】+7]で行なう。1シナリオにLv回まで使用できる。
768,0,0,0,DO,デーモン,魔王の後継者,閻魔帳,攻撃,3,メジャー,社会+Lv,単体,シーン,4,対象に、DRの代わりに迫害状態を与える特殊攻撃を行なう。対象は【社会】でドッジを行なう。この迫害状態を受けている間、対象が攻撃から受けるダメージを+[あなたの【社会B】]する。1シナリオにLv回まで使用できる。
769,0,0,0,DO,デーモン,魔王の後継者,者どもかかれ！,攻撃,3,メジャー,射撃,単体,シーン,3,対象に《魔界の目付役》または「種別：軍団」の武器による射撃攻撃を行なう。この攻撃のダメージに+(Lv)D6し、1点でもダメージを与えた場合、さらに狼狽を与える。
770,0,0,0,DO,デーモン,魔王の後継者,者ども粉骨砕身せよ！,なし,1,効果参照,自動成功,自身,なし,2,《ロイヤルブラット》または《パーフェクトサーバント》と同時に使用し、その効果に+2D6する。《魔界の目付役》または《闇の尖兵》の効果中のみ使用でき、効果の適用後、それらのアーツの効果が解除される。
771,0,0,0,DO,デーモン,魔王の後継者,ゆけ我が精鋭よ！,なし,1,判定直後,自動成功,単体,シーン,愛,《独断任命》または《帝王の言葉》の効果を受けている対象が行なった判定ダイスのうち、あなたの選択したひとつを6に変更する。1シナリオに1回まで使用できる。
772,0,0,0,DO,デーモン,魔王の後継者,魔軍総進撃,魔獣/0,3,イニシアチブ,自動成功,自身,なし,5,あなたが取得しているデーモンか魔王の後継者のアーツのうち、「1ラウンド(または1シーン)に●回まで使用できる」と書かれたアーツひとつの使用回数を1回分回復する。1シナリオに[Lv+2]回まで使用できる。
773,0,0,0,AD,デーモン,魔王の後継者,我が身を護る盾となれ！,防御,3,DR直前,自動成功,単体,至近,3,同意した対象はあなたをカバーリングする。この時、対象はカバーリングを行なっていても行動済みにならず、行動済みでもカバーリングを行なえる。また、対象が受けるダメージを-[あなたの【社会】+1D6]する。1シーンにLv回まで使用可能。
774,0,0,0,AD,デーモン,魔王の後継者,真の力を見せよ！,20/支援,1,DR直前,自動成功,単体,シーン,8,《魔界の目付役》または「種別：軍団」の武器による攻撃、または《独断任命》の効果を受けている対象が行なう攻撃のダメージに+[【社会】×3]する。1シーンに1回まで使用可能。
775,0,0,1,基本,デーモン,魔神,デモニックフォーム,自動/魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なう攻撃ダメージと、あなたのA値を+[Lv×2]する。あなたの《魔獣化》コストは+1される。
776,0,0,0,基本,デーモン,魔神,魔人の牙,なし,1,マイナー,自動成功,自身,なし,1,そのメインプロセスの間、あなたが行なう「種別：魔法」のアーツまたは「種別：魔法」の武器にする攻撃を「射程：至近」に変更し、そのダメージに+【感情B】する。
777,0,0,0,基本,デーモン,魔神,魔界爵位,なし,1,効果参照,自動成功,自身,なし,2,取得時に「種別：攻撃」「種別：防御」「種別：回復」からひとつ選択する。選択した種別アーツと同時に使用する、その効果で与えるダメージ、低減するダメージ、回復する【FP】すべて+【社会B】する。
778,0,0,0,基本,デーモン,魔神,魔震,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、貴方が使用する「対象：自身」以外のアーツの対象を「対象：範囲」に変更する。
779,0,0,0,基本,デーモン,魔神,魔界門,純血/魔獣,3,ムーブ,自動成功,自身,なし,5,そのメインプロセスの間、あなたが行なう攻撃ダメージに+【感情】し、この攻撃に対してはドッジを行えない。1シナリオにLv回まで使用できる。
780,0,0,0,DE,デーモン,魔神,悪徳の栄え,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なうDRに+[あなたが持つエゴの数]する。あなたの《魔獣化》のコストは+1される。
781,0,0,0,DE,デーモン,魔神,災禍の真名,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なう特殊攻撃のダメージに+【感情B】し、攻撃の対象は【回避値】でドッジを行なわなくてはならない。
782,0,0,0,DO,デーモン,魔神,プロテクションフロムグッド,防御/魔法,1,DR直後,自動成功,範囲,至近,2,対象が受けるダメージを-2D6する。攻撃側が「種別：神聖」を持つ場合、効果をさらに+【感情B】する。1ラウンドに1回まで使用できる。
783,0,0,0,DO,デーモン,魔神,魔界の武具,ア,3,常時,自動成功,自身,なし,2,デーモン装備から、常備化に必要な経験点が[Lv×15+5]点以下のひとつを取得する。プリプレイに選択しなおしてもよい。
784,0,0,0,DO,デーモン,魔神,魔神の児戯,なし,1,DR直前,自動成功,自身,なし,3,「種別：魔法」のアーツまたは武器による攻撃のDRに使用する。その攻撃で1点でもダメージを与えた場合、さらに「恐怖：あなた」を与える。1ラウンドに1回まで使用でき、罪の効果によるダメージの上昇とは同時に使用できない。
785,0,0,0,DO,デーモン,魔神,魔身復元,魔獣/回復,3,イニシアチブ,自動成功,自身,なし,3,あなたの【FP】を[【感情】+1D6]点回復し、BSをひとつ回復する。BSを回復した場合、回復する【FP】がさらに+2D6される。重圧を受けていても使用でき、1シーンにLv回まで使用できる。
786,0,0,0,DO,デーモン,魔神,魔界滅技,魔獣/攻撃/0,3,メジャー,白兵/射撃,単体,武器,8,対象に「種別：魔法」の武器を使用した攻撃を行なう。この攻撃ダメージに+[【感情】×2]し、「恐怖：あなた]を受けている対象のG値とA値を0として扱う。1シナリオにLv回まで使用できる。
787,0,0,0,AD,デーモン,魔神,ゆらめく魔体,魔獣,1,常時,自動成功,自身,なし,2,《デモニックフォーム》の効果によるA値のうち、【肉体】と【技術】への修正を[Lv×4]に、【感情】と【加護】の修正を+Lvに変更する。また、その効果中あなたの素手は【感情】属性となり、攻撃力に+1D6する。
788,0,0,0,AD,デーモン,魔神,魔神のオーラ,20/魔獣,1,マイナー,自動成功,シーン,シーン,4,取得時に、恐怖か翻弄を選択する。対象に[選択したBS：あなた]を与え、それを受けている間、対象があなたから受けるダメージを+2D6する。
789,0,0,1,DE,デーモン,死せる者,リビングデッド,自動,5,常時,自動成功,自身,なし,4,あなたの【FP】最大値を+[Lv×10]する。あなたの【FP】は「力の源」以外の「種別：使い捨て」のアイテムの効果で回復しない。
790,0,0,0,DE,デーモン,死せる者,恐ろしき死者,魔獣,3,判定直前,自動成功,単体,シーン,3,対象が判定を行なう直前に使用する。対象に狼狽を与える。1シーンにLv回まで使用できる。
791,0,0,0,DE,デーモン,死せる者,死者の砦,なし,1,常時,自動成功,自身,なし,3,あなたを対象に含む【社会】を判定値とするアクションと、属性が【社会】の武器による攻撃の命中判定の達成値は-3される。
792,0,0,0,DE,デーモン,死せる者,死者を鞭打つなかれ,防御,3,DR直前,自動成功,自身,なし,3,あなたが受けるダメージを-[【肉体】+1D6]し、あなたはそのDRでBSを受けない。ただし、【加護】属性のダメージに対しては使用できない。1ラウンドにLv回まで使用できる。
793,0,0,0,DE,デーモン,死せる者,デッドコープス,攻撃,1,メジャー,白兵/射撃,単体,武器,2,対象に白兵攻撃か射撃攻撃を行なう。1点でもダメージを与えた場合、さらに束縛を与える。「種別：軍団」の武器を使用した攻撃の場合、さらにそのダメージに+5する。
794,0,0,0,DE,デーモン,死せる者,死者の見たもの,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが使用する「種別：魔法」の武器による攻撃ダメージか「種別：魔法」のアーツの効果に+【感情B】する。
795,0,0,0,DE,デーモン,死せる者,死者からの便り,20,3,判定直後,自動成功,単体,シーン,3,あなた以外の対象が行なった判定の達成値を+2、または-2する。対象があなたの絆を持っている場合、この効果は+4または-4となる。1シーンにLv回まで使用できる。
796,0,0,0,DE,デーモン,死せる者,死者は死なず,純血,1,効果参照,自動成功,自身,なし,7,あなたにダメージが適用された直後に使用する。そのダメージを0にする。ただし、【加護】属性のダメージに対しては使用できない。1シナリオに1回まで使用できる。
797,0,0,0,DO,デーモン,死せる者,美しき死者,魔獣,1,判定直前,自動成功,自身,なし,2,あなたは白兵攻撃と射撃攻撃に対するドッジおよび情報収集判定を【肉体】で行なえる。
798,0,0,0,DO,デーモン,死せる者,緩慢なる歩み,なし,5,常時,自動成功,自身,なし,3,あなたが行なう白兵攻撃のダメージに+[Lv×3]し、あなたの【行動値】を-10(最低1)する。この修正はアイテムによる修正後に適用すること。
799,0,0,0,DO,デーモン,死せる者,死者の気配,なし,3,効果参照,自動成功,単体,シーン,3,対象がファンブルを発生させるか、対象のエンゲージが封鎖された直後に使用する。対象に[恐怖：あなた]を与える。1ラウンドにLv回まで使用できる。
800,0,0,0,DO,デーモン,死せる者,迫り来る死群,なし,1,セットアップ,自動成功,単体,シーン,3,そのラウンドの間、対象が存在するエンゲージを封鎖する。対象は敵とエンゲージしているものとして扱い、離脱移動を行なう場合はあなたと【行動値】対決を行なう。この時、あなたは【行動値】の代わりに[【肉体】+10]で判定する。1シーンに1回まで使用できる。
801,0,0,0,DO,デーモン,死せる者,死霊のいけにえ,魔獣/攻撃/0,1,メジャー,白兵,単体,至近,6,対象に素手による白兵攻撃を行なう。この攻撃ダメージに+【肉体】し、命中した対象はそのシーン中、あなたと同じエンゲージでクリンナッププロセスを迎えるごとに[あなたの【肉体】]点の【FP】を失う。
802,0,0,0,AD,デーモン,死せる者,かぶりつき,魔獣/攻撃/回復,3,メジャー,白兵,単体,至近,3,対象に素手による白兵攻撃を行なう。この攻撃の命中判定に-2、ダメージに+【肉体】し、1点でもダメージを与えた場合、あなたの【FP】を[【肉体B】+(Lv)D6]点回復する。
803,0,0,0,AD,デーモン,死せる者,肉喰らう赤腕,魔獣,1,常時,自動成功,自身,なし,2,取得時に「射程シーンに変更」「攻撃力を+1D6」「G値を+4」「命中を+2」からひとつ選択する。《魔獣化》中、あなたの素手は選択した修正を得る。
804,0,0,1,R3,デーモン,オーク,野卑なる魔族,自動/魔獣,1,常時,自動成功,自身,なし,0,あなたの【肉体】を+1【社会】を-1する。《魔獣化》中、あなたが行なう白兵攻撃のダメージを+【肉体B】し、【行動値】を-2する。あなたの《魔獣化》のコストは+1される。
805,0,0,0,R3,デーモン,オーク,恐れ知らずの闘鬼,なし,1,常時,自動成功,自身,なし,2,あなたは恐怖と放心を受けない。ただし、あなたが受けた翻弄と暴走は、メジャーアクションを消費する以外の手段で回復できない。
806,0,0,0,R3,デーモン,オーク,蛮力一閃,魔獣/攻撃,1,メジャー,白兵,単体,武器,4,対象に、ダメージの基準が【肉体】の武器による白兵攻撃を行なう。このダメージに+【肉体】し、この攻撃をガードした対象にさらに狼狽を与える。
807,0,0,0,R3,デーモン,オーク,卑劣の罠,魔獣/攻撃,3,イニシアチブ,肉体,Lv体,シーン,8,対象に、DRの代わりに放心と束縛を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1シーン1回。
808,0,0,0,R3,デーモン,オーク,野蛮なる狼藉,なし,1,効果参照,自動成功,自身,なし,5,あなたが未チェックのエゴを表現した直後に使用することで、GMの許可を得て即座に罪を得ることができる(罪の取得は1シーン1点までの制限に注意)。そのシナリオの間、あなたの【肉体】を+2し、【社会】を-2する(【FP】は変化しない)。1シナリオ1回。
809,0,0,0,R3,デーモン,オーク,暴魔咆吼,20/魔獣,3,マイナー,自動成功,自身,なし,4,そのメインプロセス中、ダメージの基準が【肉体】の武器であなたが行なう攻撃のダメージを+[25-現在の人間性](最大+20)する。あなたが暴走か翻弄を受けているか、人間性が0以下の場合、さらにその命中判定の達成値に+【肉体B】する。1シーンにLv回。
810,0,0,0,R3,デーモン,オーク,オークチャンピオン,純血,5,常時,自動成功,自身,なし,5,あなたは《巨体》をLv3で取得する(すでに取得している場合はLvを+3)。これには経験点は必要ない。《魔獣化》中、あなたの【白兵値】を+Lv、白兵攻撃のダメージを+【肉体】する。
811,0,0,0,AD,デーモン,オーク,猪突猛進,なし,1,セットアップ,自動成功,自身,なし,2,そのラウンド中、あなたの【行動値】を+10する。ただし、あなたはそのラウンド中、白兵攻撃を行なうか、白兵攻撃を行なうアーツを使用する以外のメジャーアクションを行えない。このアーツは《ストライクフォーム》による《魔獣化》を使用した直後にも使用できる。
812,0,0,0,AD,デーモン,オーク,豚鬼の監獄,魔獣,1,判定直前,自動成功,単体,至近,3,あなた以外の味方が同じエンゲージにいる場合のみ使用でき、あなたかその味方のみ対象にできる。命中判定の直前に使用し、対象が同じエンゲージの敵に行なう攻撃のダメージを+2D6する。BSを受けているキャラクターに与えるダメージはさらに+1D6。1ラウンドに1回まで使用できる。
813,0,0,1,R4,デーモン,契約者,契約恩寵：支配の眼光,選択/契約,3,セットアップ,自動成功,Lv体,シーン,3,対象に[翻弄：あなた]を与える。使用と同時に罪を1点消費することで、即座に対象となったクラードの【FP】を0にしてもよい。対象がエキストラの場合、あなたの支配下となる。詳細はGMが決定すること。
814,0,0,1,R4,デーモン,契約者,契約恩寵：愛憎の人形,選択/契約,3,常時,自動成功,Lv体,なし,3,取得時に対象を任意に選択する。対象に、あなたに対する絆を取得させる。関係はあなたが任意に決定する。対象は愛か罪か1点、またはドミニオンアーツの使用回数を1回分消費しなければこの関係を変更できない。Lv上昇時、またはプリプレイに対象や関係を決め直してもよい。
815,0,0,1,R4,デーモン,契約者,契約恩寵：全知の脳髄,選択/契約,3,判定直後,自動成功,自身,なし,3,あなたが行なった情報収集判定またはドッジの達成値に+5する。1シナリオに[Lv*2]回まで使用できる。
816,0,0,1,R4,デーモン,契約者,契約恩寵：超常の異能,選択/契約/コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから、「タイミング：常時」以外のアーツひとつを選択し、コピーする。コピーしたアーツに「種別：契約」を追加する。このアーツと同時に取得した「種別：代償」のアーツの最大Lvは、コピーしたアーツと同じになる。
817,0,0,1,R4,デーモン,契約者,契約恩寵：破壊の指先,選択/契約,3,マイナー,自動成功,自身,なし,Lv+1,そのメインプロセス中、あなたが行なうダメージロールに+[取得している《契約恩寵：●●》の数÷3(端数は切り上げ)+Lv]D6する。
818,0,0,1,R4,デーモン,契約者,契約恩寵：富と栄光,選択/契約,3,DR直後,自動成功,単体,シーン,3,3点以下の財産点を消費せよ。対象が行なったダメージロールを+[消費した数*3]、または-[消費した数*3]する。このアーツを取得した場合、常にあなたの【社会】を+[Lv+1]する。
819,0,0,1,R4,デーモン,契約者,契約恩寵：不朽の肉体,選択/契約,3,常時,自動成功,自身,なし,3,あなたのアーマー値すべてを+[【任意の能力値B】+Lv*2]する。クラードからの攻撃に対しては、さらに+3する。
820,0,0,1,R4,デーモン,契約者,契約恩寵：魔の強運,選択/契約,3,判定直後,自動成功,自身,なし,3,あなたが行なった判定のダイス目を+2する。結果、クリティカル値以上となればクリティカルが発生する。ただし、元の出目がファンブル値以下だった場合は使用できない。1シナリオにLv回まで使用できる。
821,0,0,1,R4,デーモン,契約者,契約恩寵：理想の自分,選択/契約,3,常時,自動成功,自身,なし,3,あなたの【基本能力値】か【戦闘能力値】から【社会】以外の別々のLv個を選択し、+2する(【行動値】を選択した場合+4となる。)
822,0,0,0,R4,デーモン,契約者,契約代償：陥穽,代償,3,常時,自動成功,自身,なし,Lv*2,このアーツと同時に取得した「種別：契約」のアーツは、あなたがシーン登場時の人間性低下のダイス目で4を出したシーン中はあらゆる効果を発揮せず、使用できない。
823,0,0,0,R4,デーモン,契約者,契約代償：狂乱,代償,3,常時,自動成功,自身,なし,0,あなたがクリティカルかファンブルを出すか、あなたの【FP】 が半分(端数切捨て)以下になった場合、あなたは即座に暴走を受け、そのシーン中、命中判定以外のあらゆる判定の達成値が-[Lv+1]される。
824,0,0,0,R4,デーモン,契約者,契約代償：欠落,代償,3,常時,自動成功,自身,なし,0,あなたの【基本能力値】から別々のLv個を選択し、-2する(【FP】は変化しない。最低1）。
825,0,0,0,R4,デーモン,契約者,契約代償：孤独,代償,3,常時,自動成功,自身,なし,Lv*2,あなたは自身以外が使用する「種別：支援」「種別：防御」のアーツの対象にならない。
826,0,0,0,R4,デーモン,契約者,契約代償：倦怠,代償,3,常時,自動成功,自身,なし,Lv*2,あなたはあらゆる判定でクリティカルが発生しない。これはほかのアーツなどの効果より優先される。
827,0,0,0,R4,デーモン,契約者,契約代償：浸食,代償,3,常時,自動成功,自身,なし,0,あなたがシーン登場時の人間性減少で出した1と2の出目をすべて3として扱い、あなたが行なう堕落判定の達成値を-[Lv*2]する。
828,0,0,0,R4,デーモン,契約者,契約代償：衰弱,代償,3,常時,自動成功,自身,なし,0,あなたの【FP】最大値を-[Lv*5+5](最低1)する、あなたが邪毒から受ける最終的なダメージは2倍になる。
829,0,0,0,R4,デーモン,契約者,契約代償：不運,代償,3,常時,自動成功,自身,なし,0,あなたのあらゆるファンブル値を+2する。あなたはファンブルした際に[Lv*3]点の【FP】を失う。
830,0,0,0,R4,デーモン,契約者,契約代償：喪失,代償,3,常時,自動成功,自身,なし,Lv*2,プリプレイであなたが取得している絆ひとつを選択する。その絆からは愛を得られず、人間性の回復の際に残っている絆として数えない。
831,0,0,0,R4,デーモン,契約者,呪わしき契約,なし,1,常時,自動成功,自身,なし,2,あなたが取得している《契約恩寵：●●》ひとつと、そのアーツと同時に取得した《契約代償：●●》の最大Lvを共に+2する。
832,0,0,0,R4,デーモン,契約者,我は汝と契約せん,40,1,効果参照,自動成功,自身,なし,4,いつでも使用できる。あなたは即座に取得していない《契約恩寵：●●》ひとつをLv1で取得する(通常どおり対応する《契約代償：●●》も取得せよ）。使用後、あなたはこのアーツを失う(取得していないものとして以後扱われる。経験点を支払って新たに取得し直しても良い)。
833,0,0,0,R4,デーモン,契約者,悪魔すら騙す者,純血,1,効果参照,自動成功,自身,なし,愛,いつでも使用できる。使用時にあなたが取得している《契約代償：●●》ひとつを選択する。そのシナリオ中、あなたは選択したアーツのあらゆる効果を受けない。1シナリオに1回まで使用できる。
834,0,0,0,R4,デーモン,契約者,奈落への鍵,20,1,判定直後,自動成功,単体,シーン,6,対象が行なった判定の達成値に+[あなたが取得している《契約恩寵：●●》ひとつのLv*4]する。1シナリオに1回まで使用できる。
835,0,0,0,R4,デーモン,契約者,罪深き契約,純血,1,効果参照,自動成功,自身,なし,6,あなたの絆がエゴ化した際、またはあなたがクリティカルかファンブルを出した際に使用する。あなたは即座に罪を1点得る。1シナリオに1回まで使用できる。
836,0,0,1,GF202,デーモン,アマルガム,人魔融合体,自動,1,常時,自動成功,自身,なし,0,あなたが取得している「タイミング：常時」以外のデーモンのアーツは「種別：魔獣」が追加され、デーモン以外のブラッドを持たない場合あなたは「種別：人間」としても扱われる。《魔獣化》中、あなたの【肉体】を+2(【FP】は変化しない)する。あなたの《魔獣化》のコストは+1される。
837,0,0,0,GF202,デーモン,アマルガム,裏切り者の名,なし,3,常時,自動成功,自身,なし,Lv+1,「種別：魔界」を持つ敵は、シーン内にあなたがいる場合、あなたを対象に含まない命中判定の達成値が-2される。《魔獣化》中、あなたが素手かデーモン装備で行なう攻撃のダメージを+(Lv)D6。
838,0,0,0,GF202,デーモン,アマルガム,地獄で滅びろ！,魔獣/攻撃,1,メジャー,白兵,範囲,至近,4,対象に素手またはデーモン装備による白兵攻撃を行なう。この攻撃のダメージに+【肉体】する。
839,0,0,0,GF202,デーモン,アマルガム,知られちゃいけない,なし,1,常時,自動成功,自身,なし,1,あなたは判定にファンブルした場合、迫害状態となる。迫害状態の間、あなたが行なう攻撃のダメージに+【肉体B】する。
840,0,0,0,GF202,デーモン,アマルガム,多重融合体,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから「種別：常時」「種別：ア」以外のアーツひとつを選択し、コピーする。コピーしたアーツのコストは+1され、《魔獣化》中のみ使用できる。また、あなたはそのブラッドの種別を持つものとして扱われる。
841,0,0,0,GF202,デーモン,アマルガム,融合捕食,魔獣,1,イニシアチブ,自動成功,単体,至近,4,同意した対象または【FP】が0になっている対象を真の死にする。真の死が回避されなかった場合あなたの【FP】を完全に回復し、そのシナリオ中あなたの【基本能力値】か【戦闘能力値】ひとつを+2し、対象の持っていた種別を全て得る。1シナリオ1回。
842,0,0,0,GF202,デーモン,アマルガム,愛という美しいもの,20,1,判定直後,自動成功,自身,なし,愛,あなたの持つエゴになっていない絆の数と、エゴの数の差が1以内の時のみ使用できる。あなたが行なった判定をクリティカルに変更し、命中判定ならさらにダメージに+【肉体】する。1シナリオ1回。
843,0,0,0,GF202,デーモン,アマルガム,君がいる限り,純血,3,常時,自動成功,自身,なし,1,プリプレイであなたの持つ絆から一つ選択する。その絆がエゴになっていない間あなたは堕落判定に自動的に成功し、人間性の回復で任意のダイスをLv個まで降りなおせる。その絆がエゴ化した場合、迫害状態となり人間性を3D6点失う。
844,0,0,0,基本,ネイバー,ネイバー,駆け抜けるもの,攻撃/魔獣,1,メジャー,白兵,単体,武器,3,あなたは通常移動を行ない、その後に白兵攻撃を行なう。この攻撃にダメージに+【肉体B】をする。
845,0,0,0,基本,ネイバー,ネイバー,獣の身こなし,魔獣,3,リアクション,肉体,自身,なし,2,あなたはドッジを【肉体】で行なえる。1ラウンドにLv回まで使用できる。
846,0,0,0,基本,ネイバー,ネイバー,種族の伝承,なし,1,判定直前,自動成功,自身,なし,1,あなたは情報収集判定を【肉体】で行なえる。
847,0,0,0,基本,ネイバー,ネイバー,超感覚,なし,1,効果参照,自動成功,単体,シーン,1,対象が何らかのアクションを行なう際に使用する。そのアクションでは、隠密状態のキャラクターを対象にできる。
848,0,0,0,基本,ネイバー,ネイバー,ナワバリ,魔獣,1,マイナー,自動成功,自身,なし,4,あなたのエンゲージを封鎖し、そのエンゲージであなたの味方が行なうあらゆる判定の達成値を+1する。この効果はシーンが終了するか、あなたがそのエンゲージを離れると解除される。
849,0,0,0,基本,ネイバー,ネイバー,群れをなすもの,ア,1,常時,自動成功,自身,なし,2,あなたは以下のデータを持つ射撃武器を得る。　種別：武器(射撃/軍団)　命中：+0　G値：+5　攻撃力：【肉体】+2+1D6　行動値：+0　射程：シーン
850,0,0,0,基本,ネイバー,ネイバー,野生の爪牙,魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手のダメージを[【肉体】+(Lv×2)+1D6]、G値を[Lv+3]に変更する。あなたの《魔獣化》のコストは+1される。
851,0,0,0,基本,ネイバー,ネイバー,超獣神,純血/魔獣,1,解放状態,自動成功,自身,なし,4,あなたが解放状態となった直後に使用する。そのシーンの間、あなたが与える【肉体】属性のダメージに+【肉体】し、攻撃の対象のG値を無視する。
852,0,0,0,DO,ネイバー,ネイバー,駆け抜ける風,なし,1,効果参照,自動成功,自身,なし,2,あなたが通常移動から離脱移動を行なうと同時に使用する。そのラウンドの間、あなたが行なうドッジの達成値を+2する。
853,0,0,0,DO,ネイバー,ネイバー,獣の間合い,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたは「種別：射撃」の武器で白兵攻撃を行なえる。判定値は【白兵値】、「射程：至近」に変更され、そのダメージに+【肉体B】する。
854,0,0,0,DO,ネイバー,ネイバー,種族の至宝,ア,5,常時,自動成功,自身,なし,2,あなたが常備化している武器か防具ひとつを選択する。それが武器なら攻撃力とG値、防具ならA値に+[Lv+1]する。素手を選択した場合、命中修正をさらに+1する。プリプレイに選択し直してもよい。
855,0,0,0,DO,ネイバー,ネイバー,鋭き狩人,魔獣,3,判定直前,自動成功,自身,なし,2,あなたは素手による白兵攻撃の命中判定を[【肉体】+Lv]で行なえる。
856,0,0,0,DO,ネイバー,ネイバー,排斥されしもの,魔獣,3,常時,自動成功,自身,なし,3,《魔獣化》の効果中、あなたが行なうDRに+(Lv)D6する。あなたは《魔獣化》した場合、即座に迫害状態となる。
857,0,0,0,DO,ネイバー,ネイバー,秘伝の霊薬,ア,3,効果参照,自動成功,自身,なし,2,「種別：回復」のアーツかアイテムと同時に使用する。その効果で回復する【FP】を+(Lv)D6し、効果に「対象の受けているBSひとつを回復する」を追加する。
858,0,0,0,DO,ネイバー,ネイバー,ワイルドボイス,ア,5,常時,自動成功,自身,なし,2,あなたは以下のデータを持つ射撃武器を得る。《魔獣化》中のみ使用でき、命中判定は【感情】で行なう。　種別：武器(射撃/魔法)　命中：0　攻撃力：(【感情】+Lv×2+2)+1D6　G値：3　行動値：0　射程：シーン　購入：-/-
859,0,0,0,DO,ネイバー,ネイバー,獣王の盾,純血/魔獣,1,DR直前,自動成功,単体,シーン,愛,対象が行なった攻撃の、DR直前に使用する。そのDRの対象をあなたひとりに変更する。1シナリオ1回まで使用できる。
860,0,0,1,基本,ネイバー,鬼,鬼人剛体,自動/防御/魔獣,1,DR直後,自動成功,単体,至近,2,対象が受けるダメージを-[【肉体B】+1D6]する。1ラウンドに1回まで使用できる。
